JIN Sun-Yu POSITION,JIN Sun-Yu LAP TIME,JIN Sun-Yu ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Gergana PATSOVA POSITION,Gergana PATSOVA LAP TIME,Gergana PATSOVA ELAPSED TIME
4,14.265,14.265,3,14.133,14.133,1,13.987,13.987,2,14.113,14.113
3,10.746,25.011,2,10.724,24.857,1,10.773,24.759,4,10.906,25.019
4,10.269,35.280,2,10.354,35.210,1,10.221,34.980,3,10.228,35.247
4,9.599,44.879,2,9.549,44.759,1,9.647,44.627,3,9.580,44.827
3,9.602,54.481,2,9.627,54.386,1,9.661,54.288,4,9.895,54.721
4,9.688,1:04.170,3,9.709,1:04.096,1,9.773,1:04.061,2,9.357,1:04.078
4,9.831,1:14.000,3,9.881,1:13.977,1,9.880,1:13.941,2,9.880,1:13.958
1,9.244,1:23.244,4,9.593,1:23.569,2,9.455,1:23.396,3,9.556,1:23.515
1,9.492,1:32.736,3,9.692,1:33.261,2,9.591,1:32.987,4,10.467,1:33.981
