Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Metehan ATAN POSITION,Metehan ATAN LAP TIME,Metehan ATAN ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,LUEDTKE Adrian POSITION,LUEDTKE Adrian LAP TIME,LUEDTKE Adrian ELAPSED TIME
1,6.82,6.82,2,7.24,7.24,4,7.38,7.38,5,7.57,7.57,3,7.37,7.37
1,8.78,15.60,2,9.11,16.35,4,9.25,16.63,5,9.30,16.87,3,9.02,16.39
1,8.36,23.96,3,8.72,25.07,4,8.67,25.30,5,8.86,25.73,2,8.50,24.89
1,8.47,32.43,3,8.62,33.69,4,8.87,34.17,5,9.02,34.75,2,8.45,33.34
1,8.64,41.07,3,9.22,42.911,4,9.05,43.226,5,9.29,44.045,2,8.67,42.018
