PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Pier-Olivier GAGNON POSITION,Pier-Olivier GAGNON LAP TIME,Pier-Olivier GAGNON ELAPSED TIME,Cole KRUEGER POSITION,Cole KRUEGER LAP TIME,Cole KRUEGER ELAPSED TIME
1,6.94,6.94,3,7.35,7.35,2,6.98,6.98,4,7.41,7.41
2,9.16,16.10,3,9.34,16.69,1,9.11,16.09,4,9.51,16.92
1,8.86,24.96,3,8.75,25.44,2,8.94,25.03,4,9.09,26.01
1,8.98,33.94,3,8.97,34.41,2,9.08,34.11,4,9.31,35.32
1,9.25,43.188,2,9.03,43.439,3,9.60,43.709,4,9.57,44.884
