Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME
3,16.033,16.033,1,15.707,15.707,2,15.937,15.937,4,16.128,16.128
3,12.203,28.236,1,12.246,27.953,2,12.234,28.170,4,12.177,28.305
3,10.729,38.964,1,10.899,38.852,2,10.756,38.926,4,10.746,39.051
3,9.816,48.780,1,9.807,48.658,2,9.772,48.698,4,9.813,48.863
3,9.549,58.328,1,9.472,58.130,2,9.515,58.212,4,9.538,58.401
3,9.283,1:07.611,1,9.340,1:07.469,2,9.328,1:07.539,4,9.391,1:07.792
3,9.152,1:16.763,1,9.219,1:16.688,2,9.190,1:16.728,4,9.378,1:17.169
3,9.284,1:26.046,1,9.231,1:25.918,2,9.225,1:25.953,4,9.558,1:26.727
3,9.53,1:35.574,1,9.51,1:35.428,2,9.58,1:35.530,4,10.14,1:36.865
