Ikue TESHIGAWARA POSITION,Ikue TESHIGAWARA LAP TIME,Ikue TESHIGAWARA ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME
1,14.041,14.041,4,14.401,14.401,2,14.144,14.144,3,14.186,14.186
3,10.764,24.805,4,10.630,25.030,1,10.549,24.693,2,10.568,24.753
4,11.042,35.847,3,10.588,35.617,2,10.762,35.455,1,10.633,35.386
4,10.711,46.557,3,10.894,46.511,2,10.928,46.382,1,10.903,46.289
4,10.488,57.045,3,10.373,56.883,1,10.366,56.747,2,10.480,56.768
4,10.239,1:07.284,3,10.354,1:07.236,1,10.233,1:06.980,2,10.255,1:07.022
3,10.127,1:17.410,4,10.196,1:17.432,1,10.132,1:17.112,2,10.105,1:17.127
4,10.195,1:27.605,3,10.058,1:27.490,2,10.176,1:27.287,1,10.036,1:27.163
4,10.46,1:38.062,3,10.48,1:37.966,1,10.20,1:37.486,2,10.45,1:37.605
