Magdalena WARAKOMSKA POSITION,Magdalena WARAKOMSKA LAP TIME,Magdalena WARAKOMSKA ELAPSED TIME,ZHANBUSINOVA Madina POSITION,ZHANBUSINOVA Madina LAP TIME,ZHANBUSINOVA Madina ELAPSED TIME,HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,PENCHEVA Zornica POSITION,PENCHEVA Zornica LAP TIME,PENCHEVA Zornica ELAPSED TIME
1,13.90,13.90,4,14.37,14.37,3,14.18,14.18,2,14.00,14.00,5,14.50,14.50
1,10.07,23.97,4,9.96,24.33,3,10.00,24.18,2,10.06,24.06,5,9.96,24.46
1,9.62,33.59,4,9.59,33.92,3,9.60,33.78,2,9.61,33.67,5,9.62,34.08
1,9.40,42.99,4,9.41,43.33,3,9.42,43.20,2,9.39,43.06,5,9.49,43.57
1,9.41,52.40,4,9.40,52.73,3,9.40,52.60,2,9.44,52.50,5,9.61,53.18
1,9.52,1:01.92,4,9.56,1:02.29,3,9.52,1:02.12,2,9.51,1:02.01,5,10.09,1:03.27
1,9.68,1:11.60,4,9.61,1:11.90,3,9.57,1:11.69,2,9.64,1:11.65,5,10.57,1:13.84
1,9.87,1:21.47,4,10.00,1:21.90,2,9.80,1:21.49,3,10.11,1:21.76,5,11.20,1:25.04
3,10.15,1:31.589,4,10.58,1:32.461,1,9.60,1:31.082,2,9.70,1:31.444,5,11.60,1:36.619
