START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,season,competition,event,gender,round,race
1,7.56,7.56,2,7.73,7.73,3,7.82,7.82,4,7.96,7.96,2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Quarterfinals,2
1,9.84,17.40,2,9.75,17.48,4,9.88,17.70,3,9.62,17.58,2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Quarterfinals,2
1,9.25,26.65,2,9.21,26.69,4,9.22,26.92,3,9.12,26.70,2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Quarterfinals,2
3,9.89,36.54,2,9.73,36.42,4,9.85,36.77,1,9.67,36.37,2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Quarterfinals,2
3,,46.012,0,,PHOTO,4,9.83,46.577,1,9.52,45.89,2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Quarterfinals,2
