Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,STORMOWSKA Kamila POSITION,STORMOWSKA Kamila LAP TIME,STORMOWSKA Kamila ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME,HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME
1,7.34,7.34,5,7.93,7.93,2,7.54,7.54,3,7.69,7.69,4,7.88,7.88
1,9.43,16.77,5,10.11,18.04,2,9.63,17.17,3,9.56,17.25,4,9.50,17.38
1,8.88,25.65,5,9.83,27.87,4,9.36,26.53,2,8.90,26.15,3,9.13,26.51
1,9.03,34.68,5,10.14,38.01,4,9.43,35.96,2,8.82,34.97,3,9.09,35.60
1,9.13,43.81,5,10.44,48.45,4,9.68,45.64,2,8.90,43.87,3,9.37,44.97
