Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,Szandra LAJTOS POSITION,Szandra LAJTOS LAP TIME,Szandra LAJTOS ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME
2,13.55,13.55,1,13.46,13.46,3,13.67,13.67,4,13.80,13.80
2,10.45,24.00,1,10.46,23.92,4,10.44,24.11,3,10.31,24.11
2,9.86,33.86,3,10.06,33.98,4,9.96,34.07,1,9.57,33.68
2,9.69,43.55,3,9.63,43.61,4,9.66,43.73,1,9.76,43.44
2,9.94,53.49,3,10.01,53.62,4,9.95,53.68,1,9.96,53.40
2,9.94,1:03.43,3,9.88,1:03.50,4,9.82,1:03.50,1,9.85,1:03.25
2,9.31,1:12.74,4,9.71,1:13.21,3,9.38,1:12.88,1,9.46,1:12.71
2,10.00,1:22.74,4,10.27,1:23.48,3,9.98,1:22.86,1,9.86,1:22.57
2,9.54,1:32.279,4,10.66,1:34.134,3,9.95,1:32.803,1,9.63,1:32.198
