BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Ansis ROBS POSITION,Ansis ROBS LAP TIME,Ansis ROBS ELAPSED TIME,Milos VIGAS POSITION,Milos VIGAS LAP TIME,Milos VIGAS ELAPSED TIME
1,12.61,12.61,2,12.70,12.70,4,12.84,12.84,3,12.71,12.71
1,10.17,22.78,2,10.20,22.90,3,10.17,23.01,4,10.50,23.21
1,9.75,32.53,2,9.75,32.65,3,9.75,32.76,4,9.67,32.88
1,9.83,42.36,2,9.83,42.48,3,9.85,42.61,4,9.82,42.70
1,9.63,51.99,2,9.63,52.11,3,9.75,52.36,4,9.84,52.54
1,8.96,1:00.95,2,8.95,1:01.06,3,9.03,1:01.39,4,9.54,1:02.08
1,8.94,1:09.89,2,8.85,1:09.91,3,8.93,1:10.32,4,10.16,1:12.24
2,9.11,1:19.00,1,8.98,1:18.89,3,9.26,1:19.58,4,10.69,1:22.93
2,9.23,1:28.231,1,9.22,1:28.103,3,9.58,1:29.155,4,10.80,1:33.721
