Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Azamat NURMAGAMBETOV POSITION,Azamat NURMAGAMBETOV LAP TIME,Azamat NURMAGAMBETOV ELAPSED TIME
1,13.47,13.47,2,13.56,13.56,4,13.68,13.68,3,13.60,13.60
1,10.68,24.15,2,10.65,24.21,4,10.73,24.41,3,10.61,24.21
1,10.20,34.35,2,10.16,34.37,4,10.20,34.61,3,10.28,34.49
1,10.01,44.36,2,10.07,44.44,4,10.00,44.61,3,10.06,44.55
1,9.82,54.18,2,9.82,54.26,4,9.91,54.52,3,9.85,54.40
1,9.56,1:03.74,2,9.56,1:03.82,4,9.51,1:04.03,3,9.62,1:04.02
1,9.30,1:13.04,3,9.45,1:13.27,2,9.22,1:13.25,4,9.64,1:13.66
1,9.38,1:22.42,3,9.71,1:22.98,2,9.26,1:22.51,4,10.28,1:23.94
1,9.43,1:31.844,3,10.24,1:33.214,2,9.35,1:31.857,4,10.87,1:34.809
