PARK Noh Won POSITION,PARK Noh Won LAP TIME,PARK Noh Won ELAPSED TIME,Kiichi SHIGEHIRO POSITION,Kiichi SHIGEHIRO LAP TIME,Kiichi SHIGEHIRO ELAPSED TIME,Marco Fritz SCHUMANN POSITION,Marco Fritz SCHUMANN LAP TIME,Marco Fritz SCHUMANN ELAPSED TIME,SHAMUKHANOV Yerkebulan POSITION,SHAMUKHANOV Yerkebulan LAP TIME,SHAMUKHANOV Yerkebulan ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Artem DERKACH POSITION,Artem DERKACH LAP TIME,Artem DERKACH ELAPSED TIME
1,12.26,12.26,5,12.68,12.68,2,12.36,12.36,6,12.85,12.85,2,12.36,12.36,4,12.53,12.53
1,9.28,21.54,5,9.26,21.94,4,9.45,21.81,6,9.28,22.13,2,9.29,21.65,3,9.20,21.73
1,9.19,30.73,5,9.23,31.17,4,9.27,31.08,6,9.13,31.26,2,9.21,30.86,3,9.22,30.95
1,9.31,40.04,6,9.34,40.51,4,9.25,40.33,5,9.15,40.41,2,9.26,40.12,3,9.26,40.21
1,9.14,49.18,6,9.16,49.67,4,9.13,49.46,5,9.16,49.57,2,9.13,49.25,3,9.16,49.37
2,9.02,58.20,6,9.00,58.67,4,9.03,58.49,5,9.00,58.57,1,8.94,58.19,3,9.02,58.39
3,8.98,1:07.18,6,8.84,1:07.51,5,8.89,1:07.38,4,8.79,1:07.36,1,8.83,1:07.02,2,8.75,1:07.14
3,9.13,1:16.31,4,8.90,1:16.41,5,9.28,1:16.66,6,9.42,1:16.78,1,8.90,1:15.92,2,8.91,1:16.05
3,8.85,1:25.153,4,8.86,1:25.254,6,9.37,1:25.993,5,9.20,1:25.970,1,8.88,1:24.801,2,8.94,1:24.973
