Trevor Xu Xuan TAN POSITION,Trevor Xu Xuan TAN LAP TIME,Trevor Xu Xuan TAN ELAPSED TIME,Bor Luka URLEP POSITION,Bor Luka URLEP LAP TIME,Bor Luka URLEP ELAPSED TIME,Hazim SHAHRUM POSITION,Hazim SHAHRUM LAP TIME,Hazim SHAHRUM ELAPSED TIME,Marc GONZALES POSITION,Marc GONZALES LAP TIME,Marc GONZALES ELAPSED TIME,Kaloyan ANGELOV POSITION,Kaloyan ANGELOV LAP TIME,Kaloyan ANGELOV ELAPSED TIME
5,13.85,,2,13.41,13.41,1,13.30,13.30,4,13.72,13.72,3,13.59,13.59
5,15.27,,2,9.93,23.34,1,9.95,23.25,4,9.82,23.54,3,9.91,23.50
5,11.08,,2,9.71,33.05,1,9.70,32.95,4,9.70,33.24,3,9.66,33.16
5,9.55,,2,9.74,42.79,1,9.73,42.68,4,9.79,43.03,3,9.77,42.93
5,9.72,,2,9.65,52.44,1,9.65,52.33,4,9.63,52.66,3,9.63,52.56
5,10.56,,2,9.58,1:02.02,1,9.58,1:01.91,4,9.64,1:02.30,3,9.67,1:02.23
5,13.36,,2,9.57,1:11.59,1,9.57,1:11.48,3,9.58,1:11.88,4,10.06,1:12.29
5,12.49,,2,9.75,1:21.34,1,9.75,1:21.23,3,9.62,1:21.50,4,10.53,1:22.82
5,13.60,,2,9.94,1:31.287,1,10.04,1:31.278,3,9.98,1:31.482,4,11.21,1:34.032
