Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Jarmil HRUZA POSITION,Jarmil HRUZA LAP TIME,Jarmil HRUZA ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME
2,6.750,6.750,4,7.060,7.060,1,6.721,6.721,3,7.051,7.051
1,9.040,15.790,4,9.398,16.457,2,9.297,16.018,3,9.189,16.239
1,8.865,24.655,4,9.081,25.538,2,8.657,24.675,3,8.546,24.785
2,9.006,33.660,4,9.554,35.092,1,8.976,33.650,3,8.902,33.686
2,9.39,43.044,4,9.65,44.734,3,9.46,43.110,1,9.30,42.978
