XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME,ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME
1,6.94,6.94,2,7.11,7.11,3,7.20,,4,7.40,7.40
1,8.83,15.77,2,9.07,16.18,2,8.98,,4,8.95,16.35
1,8.58,24.35,2,8.64,24.82,3,8.66,,4,8.60,24.95
1,8.71,33.06,3,9.50,34.32,4,23.59,,2,9.25,34.20
1,8.93,41.975,3,9.13,43.431,4,18.03,,2,8.98,43.155
