LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME,Yoshiharu ARINO POSITION,Yoshiharu ARINO LAP TIME,Yoshiharu ARINO ELAPSED TIME,Jean-Francois MONETTE POSITION,Jean-Francois MONETTE LAP TIME,Jean-Francois MONETTE ELAPSED TIME,LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME
2,12.422,12.422,3,12.459,12.459,1,12.316,12.316,4,12.758,12.758
3,9.308,21.730,2,9.169,21.627,1,9.265,21.581,4,9.131,21.888
2,9.464,31.194,4,9.658,31.284,1,9.337,30.917,3,9.333,31.220
2,9.551,40.744,3,9.734,41.018,1,9.799,40.716,4,9.838,41.058
2,9.685,50.429,3,9.548,50.566,1,9.533,50.249,4,9.523,50.581
2,9.570,59.998,4,9.523,1:00.088,1,9.428,59.676,3,9.470,1:00.051
2,9.324,1:09.322,4,9.496,1:09.583,1,9.434,1:09.109,3,9.503,1:09.553
1,9.320,1:18.641,4,9.484,1:19.067,2,9.658,1:18.766,3,9.504,1:19.056
1,9.58,1:28.213,4,9.84,1:28.907,2,9.75,1:28.512,3,9.59,1:28.645
