Junji ITO POSITION,Junji ITO LAP TIME,Junji ITO ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Andrey SMETANIN POSITION,Andrey SMETANIN LAP TIME,Andrey SMETANIN ELAPSED TIME
3,15.140,15.140,2,15.110,15.110,1,14.920,14.920,4,15.230,15.230
4,11.750,26.900,3,11.610,26.720,1,11.570,26.490,2,11.260,26.500
3,10.170,37.070,2,10.340,37.070,1,10.410,36.910,4,10.770,37.280
2,10.250,47.330,3,10.280,47.350,1,10.250,47.160,4,10.310,47.590
2,10.110,57.440,3,10.120,57.480,1,10.140,57.310,4,9.950,57.550
1,9.690,1:07.140,3,9.750,1:07.240,2,9.820,1:07.140,4,9.770,1:07.320
1,9.640,1:16.780,3,9.690,1:16.930,2,9.680,1:16.820,4,9.610,1:16.930
2,9.620,1:26.400,3,9.560,1:26.490,1,9.480,1:26.310,4,9.850,1:26.790
2,9.770,1:36.180,3,9.720,1:36.220,1,9.700,1:36.010,4,10.130,1:36.920
