HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME
1,6.75,6.75,3,7.13,7.13,4,7.24,7.24,2,6.89,6.89,5,7.25,7.25
1,8.76,15.51,3,9.04,16.17,5,9.19,16.43,2,8.74,15.63,4,9.10,16.35
1,8.30,23.81,3,8.54,24.71,5,8.52,24.95,2,8.35,23.98,4,8.45,24.80
1,8.48,32.29,4,8.67,33.38,5,8.56,33.51,2,8.56,32.54,3,8.57,33.37
1,8.65,40.932,5,9.03,42.410,4,8.78,42.281,2,8.89,41.430,3,8.77,42.138
