Elizaveta IVLJEVA POSITION,Elizaveta IVLJEVA LAP TIME,Elizaveta IVLJEVA ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Hyo-Jung KIM POSITION,Hyo-Jung KIM LAP TIME,Hyo-Jung KIM ELAPSED TIME
4,15.818,15.818,2,15.510,15.510,3,15.591,15.591,1,15.279,15.279
3,11.664,27.482,4,12.055,27.564,1,11.668,27.259,2,12.122,27.400
4,11.969,39.450,2,11.734,39.298,1,11.917,39.175,3,12.046,39.445
4,10.795,50.244,2,10.492,49.790,1,10.430,49.605,3,10.350,49.795
4,10.059,1:00.303,2,10.060,59.849,3,10.380,59.984,1,10.047,59.842
4,9.624,1:09.926,1,9.536,1:09.384,3,9.919,1:09.902,2,9.735,1:09.576
3,9.590,1:19.515,1,9.833,1:19.217,4,9.749,1:19.651,2,9.838,1:19.413
4,11.057,1:30.572,2,9.874,1:29.090,3,9.525,1:29.175,1,9.576,1:28.989
4,11.30,1:41.863,3,10.24,1:39.329,1,9.81,1:38.982,2,10.21,1:39.198
