SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Marc-Andre MONETTE POSITION,Marc-Andre MONETTE LAP TIME,Marc-Andre MONETTE ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME
2,13.22,13.22,1,12.79,12.79,3,13.38,13.38,4,13.47,13.47
3,10.07,23.29,1,10.18,22.97,2,9.63,23.02,4,10.10,23.58
2,9.89,33.18,1,10.00,32.97,3,10.19,33.22,4,9.93,33.52
3,9.62,42.81,1,9.57,42.55,2,9.42,42.64,4,9.50,43.03
3,9.33,52.14,1,9.25,51.80,2,9.48,52.12,4,9.45,52.48
2,9.05,1:01.20,1,9.26,1:01.07,3,9.10,1:01.23,4,9.09,1:01.58
2,9.29,1:10.49,1,9.40,1:10.47,3,9.31,1:10.54,4,9.29,1:10.87
2,9.01,1:19.51,1,8.88,1:19.36,3,9.11,1:19.66,4,9.03,1:19.91
1,9.18,1:28.686,0,,DQ,2,9.11,1:28.761,3,8.99,1:28.896
