van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,LI Jianrou POSITION,LI Jianrou LAP TIME,LI Jianrou ELAPSED TIME,Dariya VOLOKITINA POSITION,Dariya VOLOKITINA LAP TIME,Dariya VOLOKITINA ELAPSED TIME
3,13.85,13.85,1,13.59,13.59,2,13.74,13.74,4,13.97,13.97
3,10.21,24.06,1,10.23,23.82,2,10.25,23.99,4,10.20,24.17
3,10.24,34.30,1,10.27,34.09,2,10.21,34.20,4,10.30,34.47
3,10.25,44.55,1,10.25,44.34,2,10.24,44.44,4,10.18,44.65
3,10.23,54.78,1,10.28,54.62,2,10.27,54.71,4,10.24,54.89
4,10.22,1:05.00,2,10.25,1:04.87,1,9.92,1:04.63,3,10.11,1:05.00
2,9.55,1:14.55,3,9.97,1:14.84,1,9.73,1:14.36,4,10.16,1:15.16
2,9.77,1:24.32,3,10.18,1:25.02,1,9.83,1:24.19,4,10.61,1:25.77
2,10.00,1:34.312,3,10.57,1:35.582,1,10.05,1:34.231,4,11.23,1:36.998
