MA Wei POSITION,MA Wei LAP TIME,MA Wei ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Mark CHONG POSITION,Mark CHONG LAP TIME,Mark CHONG ELAPSED TIME
1,6.76,6.76,2,7.06,7.06,3,7.16,7.16,4,7.41,7.41
1,8.58,15.34,3,9.08,16.14,2,8.84,16.00,4,9.06,16.47
1,8.29,23.63,3,8.63,24.77,2,8.40,24.40,4,8.78,25.25
1,8.57,32.20,3,8.74,33.51,2,8.54,32.94,4,8.89,34.14
1,8.95,41.139,3,8.85,42.349,2,8.75,41.682,4,9.17,43.299
