CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Daniela IVANOVA POSITION,Daniela IVANOVA LAP TIME,Daniela IVANOVA ELAPSED TIME,Karolina REGUCKA POSITION,Karolina REGUCKA LAP TIME,Karolina REGUCKA ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME
1,10.560,1:46.090,3,10.570,1:46.250,2,10.950,1:46.150,5,10.410,1:46.440,4,10.500,1:46.390
1,9.880,1:55.970,5,10.730,1:56.990,2,10.460,1:56.610,3,10.270,1:56.710,4,10.390,1:56.780
1,9.970,2:05.940,5,11.750,2:08.740,4,10.250,2:06.860,2,9.950,2:06.670,3,10.080,2:06.860
1,10.130,2:16.070,5,9.470,2:18.210,3,10.420,2:17.290,2,10.280,2:16.960,4,10.590,2:17.460
1,10.570,2:26.640,5,18.240,2:36.460,3,10.510,2:27.800,2,10.440,2:27.400,4,10.800,2:28.260
