MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,ZHANG Chutong POSITION,ZHANG Chutong LAP TIME,ZHANG Chutong ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,VOLKOVITSKAYA Alyona POSITION,VOLKOVITSKAYA Alyona LAP TIME,VOLKOVITSKAYA Alyona ELAPSED TIME,DOAK Rikki POSITION,DOAK Rikki LAP TIME,DOAK Rikki ELAPSED TIME
4,7.82,7.82,2,7.45,7.45,1,7.28,7.28,5,17.11,,3,7.54,7.54
4,9.62,17.44,2,9.25,16.70,1,9.30,16.58,5,16.04,,3,9.27,16.81
4,9.12,26.56,2,8.75,25.45,1,8.80,25.38,5,11.30,,3,8.70,25.51
4,9.41,35.97,2,9.07,34.52,1,9.06,34.44,5,10.53,,3,9.11,34.62
4,9.83,45.80,2,9.40,43.92,1,9.34,43.78,5,14.14,1:09.12,3,9.42,44.04
