BLAIS Cedrik POSITION,BLAIS Cedrik LAP TIME,BLAIS Cedrik ELAPSED TIME,IVLIEV Konstantin POSITION,IVLIEV Konstantin LAP TIME,IVLIEV Konstantin ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,KIKUCHI Kota POSITION,KIKUCHI Kota LAP TIME,KIKUCHI Kota ELAPSED TIME,TREACY Niall POSITION,TREACY Niall LAP TIME,TREACY Niall ELAPSED TIME,SUN Long POSITION,SUN Long LAP TIME,SUN Long ELAPSED TIME
1,6.73,6.73,2,6.84,6.84,4,7.00,,3,6.94,6.94,6,7.21,7.21,4,7.00,7.00
1,8.90,15.63,2,8.87,15.71,4,8.99,,3,8.91,15.85,6,9.02,16.23,5,9.11,16.11
1,8.28,23.91,2,8.28,23.99,4,8.25,,3,8.26,24.11,6,8.25,24.48,5,8.26,24.37
1,8.42,32.33,1,8.34,32.33,4,8.23,,3,8.33,32.44,6,8.35,32.83,5,8.30,32.67
5,26.40,58.73,1,8.75,41.08,6,28.24,,4,17.43,49.877,3,8.56,41.396,2,8.60,41.27
