YUN Jong Suk POSITION,YUN Jong Suk LAP TIME,YUN Jong Suk ELAPSED TIME,HAN Yueshuang POSITION,HAN Yueshuang LAP TIME,HAN Yueshuang ELAPSED TIME,YANG A Yang POSITION,YANG A Yang LAP TIME,YANG A Yang ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME
1,7.301,7.301,3,7.414,7.414,2,7.307,7.307,5,7.824,7.824,4,7.550,7.550
3,10.047,17.348,2,9.922,17.336,1,9.572,16.879,5,10.043,17.867,4,9.955,17.504
2,9.588,26.936,3,9.612,26.947,1,9.924,26.802,5,9.576,27.442,4,9.513,27.016
2,9.730,36.665,3,9.755,36.702,1,9.687,36.489,5,9.850,37.292,4,9.791,36.807
2,9.92,46.577,3,9.99,46.684,1,9.93,46.418,5,10.09,47.378,4,9.99,46.794
