Davide URBANI POSITION,Davide URBANI LAP TIME,Davide URBANI ELAPSED TIME,Jumpei YOSHIZAWA POSITION,Jumpei YOSHIZAWA LAP TIME,Jumpei YOSHIZAWA ELAPSED TIME,Aliaksandr ANTANENKA POSITION,Aliaksandr ANTANENKA LAP TIME,Aliaksandr ANTANENKA ELAPSED TIME,Andrey SMETANIN POSITION,Andrey SMETANIN LAP TIME,Andrey SMETANIN ELAPSED TIME
2,6.890,6.890,1,6.410,6.410,3,7.364,7.364,4,7.517,7.517
3,9.223,16.112,2,9.376,15.785,4,9.647,17.010,1,8.105,15.622
3,9.002,25.114,2,9.060,24.845,4,9.352,26.362,1,9.144,24.765
3,8.986,34.099,2,9.195,34.039,4,9.334,35.696,1,9.203,33.967
1,9.90,43.992,2,10.02,44.050,3,10.03,45.720,4,13.33,47.292
