Istvan GAL ORAVECZ POSITION,Istvan GAL ORAVECZ LAP TIME,Istvan GAL ORAVECZ ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Jonathan LOPEZ POSITION,Jonathan LOPEZ LAP TIME,Jonathan LOPEZ ELAPSED TIME
3,7.39,7.39,1,6.91,6.91,2,7.07,7.07,4,7.76,7.76
3,9.34,16.73,1,9.03,15.94,2,8.98,16.05,4,10.02,17.78
3,9.11,25.84,1,8.67,24.61,2,8.62,24.67,4,9.78,27.56
3,9.21,35.05,1,8.82,33.43,2,8.84,33.51,4,9.95,37.51
3,9.53,44.574,2,9.09,42.514,1,8.85,42.352,4,10.15,47.657
