VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME
1,7.25,7.25,3,7.81,7.81,2,7.44,7.44,4,7.92,7.92
1,9.36,16.61,4,9.83,17.64,2,9.31,16.75,3,9.53,17.45
1,9.15,25.76,4,9.46,27.10,2,9.10,25.85,3,9.32,26.77
1,9.46,35.22,4,9.78,36.88,2,9.45,35.30,3,9.63,36.40
1,9.57,44.788,4,9.90,46.779,2,9.61,44.904,3,9.68,46.071
