Yulia SHISHKINA POSITION,Yulia SHISHKINA LAP TIME,Yulia SHISHKINA ELAPSED TIME,BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME
2,7.29,7.29,4,7.72,7.72,1,7.16,7.16,3,7.43,7.43,5,7.86,7.86
2,9.61,16.90,5,9.86,17.58,1,9.66,16.82,3,9.59,17.02,4,9.42,17.28
2,9.12,26.02,5,9.46,27.04,1,9.13,25.95,3,9.10,26.12,4,9.01,26.29
2,9.09,35.11,5,9.59,36.63,1,9.09,35.04,3,9.12,35.24,4,9.03,35.32
2,9.25,44.36,5,9.87,46.500,1,9.27,44.31,3,9.21,44.45,4,9.19,44.514
