LIU Xiao Ying POSITION,LIU Xiao Ying LAP TIME,LIU Xiao Ying ELAPSED TIME,Kristina NZL1 POSITION,Kristina NZL1 LAP TIME,Kristina NZL1 ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Marina TRETIAKOVA POSITION,Marina TRETIAKOVA LAP TIME,Marina TRETIAKOVA ELAPSED TIME,Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME
1,7.446,7.446,2,7.641,7.641,4,7.771,7.771,5,8.203,8.203,3,7.661,7.661
2,10.344,17.789,1,10.019,17.660,4,10.213,17.983,5,10.115,18.318,3,10.195,17.856
1,9.353,27.142,5,10.417,28.077,3,9.612,27.594,4,9.370,27.687,2,9.508,27.363
1,9.575,36.716,5,9.946,38.023,2,9.273,36.867,4,9.797,37.483,3,9.741,37.104
1,10.14,46.856,5,10.97,48.990,2,10.31,47.177,4,9.92,47.401,3,10.25,47.354
