Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Thomas de WITTE POSITION,Thomas de WITTE LAP TIME,Thomas de WITTE ELAPSED TIME,Tomonori IKE POSITION,Tomonori IKE LAP TIME,Tomonori IKE ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME
2,13.838,13.838,1,13.817,13.817,4,14.210,14.210,3,14.167,14.167
2,10.814,24.651,3,10.863,24.679,1,10.221,24.431,4,10.784,24.951
1,10.192,34.843,2,10.289,34.967,3,10.543,34.974,4,10.261,35.211
1,10.003,44.845,2,9.974,44.941,3,10.073,45.046,4,9.916,45.127
3,10.149,54.993,1,9.970,54.911,4,10.026,55.072,2,9.848,54.974
3,10.165,1:05.158,2,10.050,1:04.960,4,10.174,1:05.246,1,9.926,1:04.899
3,9.732,1:14.889,4,10.238,1:15.198,2,9.592,1:14.838,1,9.652,1:14.550
3,9.835,1:24.724,4,10.499,1:25.696,2,9.796,1:24.633,1,9.575,1:24.125
3,10.01,1:34.726,4,12.22,1:37.914,2,10.09,1:34.715,1,9.85,1:33.969
