Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME,Jonathan LOPEZ POSITION,Jonathan LOPEZ LAP TIME,Jonathan LOPEZ ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME
1,13.03,13.03,4,20.70,20.70,2,13.54,13.54,3,19.19,19.19
1,9.74,22.77,4,10.00,30.70,2,9.69,23.23,3,9.65,28.84
1,9.65,32.42,4,9.47,40.17,2,9.51,32.74,3,8.80,37.64
1,9.52,41.94,4,9.58,49.75,2,9.91,42.65,3,8.84,46.48
1,9.53,51.47,4,9.83,59.58,2,10.23,52.88,3,8.89,55.37
1,9.49,1:00.96,4,10.65,1:10.23,2,10.34,1:03.22,3,8.98,1:04.35
1,9.55,1:10.51,4,10.74,1:20.97,3,10.71,1:13.93,2,9.47,1:13.82
1,9.73,1:20.24,4,10.99,1:31.96,3,11.06,1:24.99,2,10.34,1:24.16
1,9.85,1:30.088,4,12.83,1:44.787,3,11.55,1:36.532,2,11.77,1:35.924
