Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME
2,7.23,7.23,3,7.35,7.35,1,6.93,6.93,4,7.42,7.42
2,9.40,16.63,3,9.38,16.73,1,8.95,15.88,4,9.40,16.82
2,8.69,25.32,3,8.73,25.46,1,8.58,24.46,4,8.75,25.57
2,9.00,34.32,3,8.97,34.43,1,8.77,33.23,4,8.91,34.48
2,9.11,43.427,3,9.08,43.508,1,9.07,42.294,4,9.14,43.614
