CHOI Ji Hyun POSITION,CHOI Ji Hyun LAP TIME,CHOI Ji Hyun ELAPSED TIME,LIN Meng POSITION,LIN Meng LAP TIME,LIN Meng ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Laurie MARCEAU POSITION,Laurie MARCEAU LAP TIME,Laurie MARCEAU ELAPSED TIME
1,13.70,13.70,4,14.11,14.11,3,13.95,13.95,2,13.75,13.75
1,10.26,23.96,4,10.30,24.41,3,10.44,24.39,2,10.60,24.35
1,10.22,34.18,4,23.95,48.36,3,10.09,34.48,2,9.92,34.27
1,10.51,44.69,4,14.51,1:02.87,2,10.48,44.96,3,10.71,44.98
1,10.44,55.13,4,13.41,1:16.28,3,10.60,55.56,2,10.47,55.45
1,10.14,1:05.27,4,10.75,1:27.03,3,10.02,1:05.58,2,10.13,1:05.58
1,10.17,1:15.44,4,10.96,1:37.99,3,10.18,1:15.76,2,10.00,1:15.58
1,10.10,1:25.54,4,11.27,1:49.26,2,10.11,1:25.87,3,10.34,1:25.92
1,10.46,1:35.997,4,11.43,2:00.686,3,10.36,1:36.222,2,10.19,1:36.104
