Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME
1,7.25,7.25,2,7.52,7.52,3,7.75,7.75,4,7.94,7.94
1,9.45,16.70,2,9.35,16.87,3,9.63,17.38,4,9.69,17.63
1,9.09,25.79,2,9.04,25.91,3,9.24,26.62,4,9.47,27.10
1,9.21,35.00,2,9.21,35.12,3,9.53,36.15,4,9.55,36.65
1,9.43,44.422,2,9.42,44.533,3,9.78,45.926,4,9.67,46.314
