HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,JIA Haidong POSITION,JIA Haidong LAP TIME,JIA Haidong ELAPSED TIME,BLAIS Cedrik POSITION,BLAIS Cedrik LAP TIME,BLAIS Cedrik ELAPSED TIME
1,12.41,12.41,2,12.51,12.51,5,12.72,,4,12.63,12.63,3,12.60,12.60
1,9.52,21.93,3,9.58,22.09,5,9.54,,4,9.52,22.15,2,9.42,22.02
1,9.44,31.37,4,9.51,31.60,5,9.47,,2,9.26,31.41,3,9.44,31.46
1,8.61,39.98,4,8.61,40.21,5,8.63,,3,8.65,40.06,2,8.58,40.04
1,8.99,48.97,3,8.96,49.17,5,8.99,,4,9.20,49.26,2,9.03,49.07
1,9.02,57.99,3,9.03,58.20,4,8.97,,5,9.22,58.48,2,9.06,58.13
1,8.83,1:06.82,3,8.84,1:07.04,4,8.82,,5,9.18,1:07.66,2,8.80,1:06.93
1,8.77,1:15.59,2,8.66,1:15.70,4,8.72,,5,9.44,1:17.10,3,8.85,1:15.78
1,8.98,1:24.57,2,9.01,1:24.71,4,26.12,,3,9.89,1:26.992,4,34.51,1:50.291
