START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
1,9.64,9.64,4,9.86,9.86,5,9.99,9.99,6,10.01,10.01,2,9.76,9.76,3,9.79,9.79,2012-2013,"2013 ISU European Championships, Malmo (SWE)",1500m,w,Semifinals,3
4,12.43,22.07,5,12.29,22.15,6,12.32,22.31,1,11.67,21.68,3,12.17,21.93,2,12.02,21.81,2012-2013,"2013 ISU European Championships, Malmo (SWE)",1500m,w,Semifinals,3
5,11.20,33.27,3,10.90,33.05,6,11.13,33.44,1,11.18,32.86,4,11.14,33.07,2,11.16,32.97,2012-2013,"2013 ISU European Championships, Malmo (SWE)",1500m,w,Semifinals,3
5,10.61,43.88,2,10.57,43.62,6,10.53,43.97,1,10.68,43.54,4,10.68,43.75,3,10.69,43.66,2012-2013,"2013 ISU European Championships, Malmo (SWE)",1500m,w,Semifinals,3
4,10.75,54.63,2,10.81,54.43,6,10.75,54.72,1,10.77,54.31,5,10.96,54.71,3,10.87,54.53,2012-2013,"2013 ISU European Championships, Malmo (SWE)",1500m,w,Semifinals,3
5,10.44,1:05.07,3,10.44,1:04.87,6,10.49,1:05.21,1,10.48,1:04.79,2,10.14,1:04.85,4,10.46,1:04.99,2012-2013,"2013 ISU European Championships, Malmo (SWE)",1500m,w,Semifinals,3
4,9.88,1:14.95,2,9.91,1:14.78,6,9.91,1:15.12,1,9.89,1:14.68,5,10.11,1:14.96,3,9.89,1:14.88,2012-2013,"2013 ISU European Championships, Malmo (SWE)",1500m,w,Semifinals,3
1,10.12,1:25.07,5,33.77,1:48.55,2,10.04,1:25.16,4,20.14,1:34.82,3,10.36,1:25.32,6,34.58,1:49.46,2012-2013,"2013 ISU European Championships, Malmo (SWE)",1500m,w,Semifinals,3
1,10.20,1:35.27,5,18.65,2:07.20,2,10.21,1:35.37,4,17.14,1:51.96,3,10.14,1:35.46,6,19.59,2:09.05,2012-2013,"2013 ISU European Championships, Malmo (SWE)",1500m,w,Semifinals,3
1,10.24,1:45.51,5,13.02,2:20.22,2,10.22,1:45.59,4,14.88,2:06.84,3,10.25,1:45.71,6,13.75,2:22.80,2012-2013,"2013 ISU European Championships, Malmo (SWE)",1500m,w,Semifinals,3
2,10.26,1:55.77,5,12.75,2:32.97,1,10.17,1:55.76,4,12.99,2:19.83,3,10.40,1:56.11,6,13.11,2:35.91,2012-2013,"2013 ISU European Championships, Malmo (SWE)",1500m,w,Semifinals,3
2,10.10,2:05.87,5,13.92,2:46.89,1,9.97,2:05.73,4,12.11,2:31.94,3,10.76,2:06.87,6,13.45,2:49.36,2012-2013,"2013 ISU European Championships, Malmo (SWE)",1500m,w,Semifinals,3
2,10.29,2:16.16,5,14.48,3:01.37,1,10.20,2:15.93,4,13.77,2:45.71,3,11.17,2:18.04,6,13.32,3:02.68,2012-2013,"2013 ISU European Championships, Malmo (SWE)",1500m,w,Semifinals,3
2,10.73,2:26.884,5,13.43,3:14.799,1,10.42,2:26.347,4,14.02,2:59.721,3,11.79,2:29.830,6,13.52,3:16.192,2012-2013,"2013 ISU European Championships, Malmo (SWE)",1500m,w,Semifinals,3
