Fabrice DUFBERG SUH POSITION,Fabrice DUFBERG SUH LAP TIME,Fabrice DUFBERG SUH ELAPSED TIME,Lucas NG POSITION,Lucas NG LAP TIME,Lucas NG ELAPSED TIME,XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME
5,13.62,13.62,2,13.28,13.28,3,13.34,13.34,4,13.49,13.49,1,13.20,13.20
5,10.12,23.74,4,10.35,23.63,3,10.16,23.50,2,9.97,23.46,1,10.15,23.35
5,9.42,33.16,4,9.41,33.04,3,9.31,32.81,2,9.34,32.80,1,9.38,32.73
4,9.43,42.59,5,9.57,42.61,2,9.62,42.43,3,9.71,42.51,1,9.54,42.27
5,9.75,52.34,4,9.65,52.26,2,9.49,51.92,3,9.54,52.05,1,9.53,51.80
5,9.43,1:01.77,4,9.48,1:01.74,2,9.38,1:01.30,3,9.36,1:01.41,1,9.39,1:01.19
4,9.19,1:10.96,5,9.60,1:11.34,2,9.38,1:10.68,3,9.38,1:10.79,1,9.38,1:10.57
4,9.26,1:20.22,5,10.00,1:21.34,2,9.31,1:19.99,3,9.30,1:20.09,1,9.30,1:19.87
4,9.40,1:29.62,5,10.15,1:31.49,2,9.31,1:29.30,3,9.36,1:29.45,1,9.39,1:29.26
