Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME,Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME
1,14.43,14.43,3,14.72,14.72,2,14.69,14.69,4,14.83,14.83
1,10.76,25.19,4,10.68,25.40,3,10.70,25.39,2,10.51,25.34
3,9.81,35.00,4,9.74,35.14,1,9.44,34.83,2,9.51,34.85
2,9.38,44.38,4,9.49,44.63,1,9.45,44.28,3,9.58,44.43
2,9.57,53.95,4,9.57,54.20,1,9.62,53.90,3,9.52,53.95
2,9.43,1:03.38,4,9.45,1:03.65,1,9.28,1:03.18,3,9.47,1:03.42
2,9.12,1:12.50,4,9.18,1:12.83,1,9.22,1:12.40,3,9.18,1:12.60
3,9.39,1:21.89,4,9.10,1:21.93,1,9.27,1:21.67,2,9.23,1:21.83
2,9.41,1:31.294,4,9.72,1:31.651,1,9.44,1:31.101,3,9.52,1:31.346
