Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,Marie YOSHIDA POSITION,Marie YOSHIDA LAP TIME,Marie YOSHIDA ELAPSED TIME,TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME,Kimberly GOETZ POSITION,Kimberly GOETZ LAP TIME,Kimberly GOETZ ELAPSED TIME
1,7.67,7.67,4,7.90,7.90,2,7.79,7.79,3,7.88,7.88
1,9.85,17.52,3,9.82,17.72,2,9.89,17.68,4,10.00,17.88
1,9.44,26.96,2,9.36,27.08,3,9.58,27.26,4,9.43,27.31
1,9.58,36.54,2,9.56,36.64,3,9.53,36.79,4,9.55,36.86
1,9.76,46.291,2,9.70,46.334,3,9.66,46.449,4,9.80,46.658
