Kira FLING POSITION,Kira FLING LAP TIME,Kira FLING ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME
1,14.109,14.109,4,14.949,14.949,2,14.318,14.318,3,14.663,14.663
1,11.070,25.178,4,10.786,25.735,2,10.994,25.312,3,10.744,25.406
1,10.898,36.076,4,10.856,36.590,2,10.847,36.158,3,10.800,36.206
1,10.881,46.957,4,10.826,47.416,2,10.911,47.069,3,10.941,47.146
1,10.832,57.788,4,10.756,58.171,3,10.877,57.946,2,10.696,57.842
4,10.689,1:08.477,3,10.188,1:08.358,1,10.156,1:08.101,2,10.291,1:08.132
4,11.003,1:19.479,2,9.686,1:18.043,3,10.318,1:18.419,1,9.655,1:17.787
4,11.263,1:30.742,2,9.742,1:27.785,3,10.633,1:29.052,1,9.814,1:27.600
4,11.84,1:42.579,2,10.14,1:37.924,3,11.21,1:40.262,1,10.17,1:37.765
