KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME
2,6.87,6.87,1,6.86,6.86,3,7.17,7.17,4,7.20,7.20
2,9.32,16.20,1,9.24,16.10,3,9.10,16.28,4,9.20,16.40
2,8.83,25.03,1,8.76,24.86,4,9.13,25.42,3,8.78,25.18
2,8.80,33.83,1,8.69,33.55,4,8.76,34.18,3,8.72,33.90
1,8.94,42.762,2,9.23,42.772,4,9.06,43.233,3,9.08,42.976
