Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME,Katalin KRISTO POSITION,Katalin KRISTO LAP TIME,Katalin KRISTO ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME
2,14.86,14.86,3,14.96,14.96,1,14.78,14.78,4,15.07,15.07
2,11.59,26.45,3,11.59,26.55,1,11.60,26.38,4,11.61,26.68
2,11.21,37.66,3,11.25,37.80,1,11.19,37.57,4,11.23,37.91
2,10.57,48.23,3,10.52,48.32,1,10.55,48.12,4,10.52,48.43
2,10.13,58.36,3,10.15,58.47,1,10.12,58.24,4,10.15,58.58
1,9.56,1:07.92,3,9.66,1:08.13,2,9.78,1:08.02,4,9.65,1:08.23
1,9.34,1:17.26,3,9.52,1:17.65,2,9.48,1:17.50,4,9.51,1:17.74
1,9.57,1:26.83,3,9.68,1:27.33,2,9.45,1:26.95,4,9.64,1:27.38
1,9.79,1:36.612,4,10.26,1:37.581,2,9.74,1:36.684,3,9.94,1:37.311
