Kei SAITO POSITION,Kei SAITO LAP TIME,Kei SAITO ELAPSED TIME,Suyog Sanjay TAPKIR POSITION,Suyog Sanjay TAPKIR LAP TIME,Suyog Sanjay TAPKIR ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,CHEN Guang POSITION,CHEN Guang LAP TIME,CHEN Guang ELAPSED TIME,Yoann MARTINEZ POSITION,Yoann MARTINEZ LAP TIME,Yoann MARTINEZ ELAPSED TIME
1,6.77,6.77,5,8.13,8.13,4,7.79,7.79,3,6.87,6.87,2,6.87,6.87
2,8.99,15.76,5,12.53,20.66,4,9.64,17.43,1,8.68,15.55,3,9.14,16.01
1,8.32,24.08,5,12.05,32.71,4,9.39,26.82,2,8.76,24.31,3,9.12,25.13
2,8.78,32.86,5,12.19,44.90,4,9.67,36.49,1,8.10,32.41,3,8.60,33.73
2,9.08,41.933,5,12.23,57.128,4,9.82,46.303,1,9.42,41.824,3,9.00,42.723
