Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Marie YOSHIDA POSITION,Marie YOSHIDA LAP TIME,Marie YOSHIDA ELAPSED TIME,Elisa LENKE POSITION,Elisa LENKE LAP TIME,Elisa LENKE ELAPSED TIME
1,7.37,7.37,4,7.88,7.88,2,7.56,7.56,3,7.85,7.85
1,9.66,17.03,4,9.93,17.81,2,9.69,17.25,3,9.88,17.73
1,9.12,26.15,4,9.40,27.21,2,9.09,26.34,3,9.47,27.20
1,9.21,35.36,3,9.55,36.76,2,9.61,35.95,4,9.74,36.94
1,9.56,44.911,3,9.99,46.744,2,9.94,45.884,4,9.85,46.785
