WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,Konrad NAGY POSITION,Konrad NAGY LAP TIME,Konrad NAGY ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME
2,7.36,7.36,3,7.46,7.46,1,7.12,7.12,4,7.58,7.58
2,9.25,16.61,3,9.40,16.86,1,9.21,16.33,4,9.40,16.98
2,8.71,25.32,3,9.05,25.91,1,8.92,25.25,4,9.05,26.03
1,8.86,34.18,3,9.32,35.23,2,9.04,34.29,4,9.31,35.34
1,9.18,43.356,3,9.39,44.614,2,9.21,43.491,4,9.48,44.815
