KIM Hyun-Kon POSITION,KIM Hyun-Kon LAP TIME,KIM Hyun-Kon ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Dries CELIS POSITION,Dries CELIS LAP TIME,Dries CELIS ELAPSED TIME
4,7.443,7.443,1,7.011,7.011,3,7.297,7.297,2,7.249,7.249
1,8.843,16.285,2,9.792,16.802,3,9.605,16.901,4,9.752,17.000
1,9.226,25.510,2,9.167,25.969,4,9.244,26.145,3,9.122,26.121
1,9.271,34.781,3,9.487,35.455,2,9.254,35.398,4,9.672,35.793
1,9.92,44.697,3,9.85,45.305,2,9.74,45.135,4,9.54,45.329
