SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,LI Jianrou POSITION,LI Jianrou LAP TIME,LI Jianrou ELAPSED TIME
2,13.18,13.18,1,13.06,13.06,3,13.33,13.33,4,13.37,13.37
2,10.02,23.20,1,10.09,23.15,4,10.31,23.64,3,10.05,23.42
1,10.00,33.20,2,10.16,33.31,4,9.95,33.59,3,10.01,33.43
1,9.99,43.19,2,10.01,43.32,4,10.03,43.62,3,10.03,43.46
1,9.87,53.06,2,9.88,53.20,4,9.87,53.49,3,9.85,53.31
1,9.66,1:02.72,2,9.64,1:02.84,4,9.65,1:03.14,3,9.64,1:02.95
1,9.52,1:12.24,2,9.58,1:12.42,4,9.34,1:12.48,3,9.48,1:12.43
1,9.43,1:21.67,4,9.78,1:22.20,3,9.28,1:21.76,2,9.30,1:21.73
1,9.57,1:31.237,2,10.42,1:32.618,0,,PEN,0,,PEN
