SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME,KANCHARIN Natthapat POSITION,KANCHARIN Natthapat LAP TIME,KANCHARIN Natthapat ELAPSED TIME,HANDEI Oleh POSITION,HANDEI Oleh LAP TIME,HANDEI Oleh ELAPSED TIME
1,6.90,6.90,3,7.20,7.20,4,7.40,7.40,2,7.12,7.12
1,8.68,15.58,3,9.08,16.28,4,8.94,16.34,2,8.83,15.95
1,8.28,23.86,3,8.64,24.92,4,8.60,24.94,2,8.36,24.31
1,8.49,32.35,4,8.87,33.79,3,8.71,33.65,2,8.44,32.75
1,8.74,41.09,4,9.09,42.884,3,8.94,42.591,2,8.47,41.22
