van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Safiya VLASOVA POSITION,Safiya VLASOVA LAP TIME,Safiya VLASOVA ELAPSED TIME,Lenka ZAHUMENSKA POSITION,Lenka ZAHUMENSKA LAP TIME,Lenka ZAHUMENSKA ELAPSED TIME
3,14.89,14.89,2,14.73,14.73,4,15.04,15.04,1,14.68,14.68
4,11.78,26.67,2,11.88,26.61,3,11.62,26.66,1,11.83,26.51
4,10.75,37.42,3,10.70,37.31,1,10.53,37.19,2,10.70,37.21
4,10.32,47.74,3,10.33,47.64,1,10.22,47.41,2,10.32,47.53
4,10.46,58.20,3,10.46,58.10,1,10.45,57.86,2,10.44,57.97
4,10.66,1:08.86,3,10.64,1:08.74,1,10.67,1:08.53,2,10.66,1:08.63
4,10.54,1:19.40,3,10.59,1:19.33,1,10.58,1:19.11,2,10.62,1:19.25
4,10.43,1:29.83,2,10.45,1:29.78,1,10.62,1:29.73,3,10.55,1:29.80
2,10.07,1:39.894,1,9.56,1:39.331,4,11.24,1:40.968,3,10.70,1:40.499
