Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,LIU Yeran POSITION,LIU Yeran LAP TIME,LIU Yeran ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME
4,14.544,14.544,3,14.278,14.278,2,14.260,14.260,1,14.190,14.190
4,11.124,25.667,2,11.188,25.465,3,11.291,25.551,1,11.229,25.419
3,10.065,35.732,2,10.223,35.688,4,10.201,35.752,1,10.249,35.667
4,9.490,45.222,2,9.313,45.001,3,9.420,45.172,1,9.307,44.974
4,9.286,54.507,3,9.234,54.234,2,9.038,54.209,1,9.136,54.110
4,9.288,1:03.794,2,9.232,1:03.466,1,9.137,1:03.345,3,9.358,1:03.468
4,9.471,1:13.265,2,9.173,1:12.638,1,9.172,1:12.517,3,9.394,1:12.861
4,9.906,1:23.171,2,9.477,1:22.115,1,9.513,1:22.029,3,9.510,1:22.371
4,10.64,1:33.811,2,9.69,1:31.796,1,9.62,1:31.642,3,9.57,1:31.938
