Ainara EQUISOAIN POSITION,Ainara EQUISOAIN LAP TIME,Ainara EQUISOAIN ELAPSED TIME,LEE Eun Byul POSITION,LEE Eun Byul LAP TIME,LEE Eun Byul ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME
5,14.76,14.76,2,14.36,14.36,4,14.61,14.61,3,14.43,14.43,1,14.33,14.33
5,10.67,25.43,1,10.67,25.03,4,10.76,25.37,3,10.82,25.25,2,10.81,25.14
5,11.07,36.50,1,10.98,36.01,4,10.98,36.35,3,10.97,36.22,2,10.98,36.12
5,10.66,47.16,1,10.73,46.74,4,10.68,47.03,3,10.71,46.93,2,10.72,46.84
5,10.91,58.07,1,10.83,57.57,4,10.82,57.85,3,10.85,57.78,2,10.85,57.69
5,10.61,1:08.68,1,10.42,1:07.99,4,10.51,1:08.36,3,10.44,1:08.22,2,10.39,1:08.08
5,10.99,1:19.67,1,10.13,1:18.12,4,10.17,1:18.53,3,10.18,1:18.40,2,10.19,1:18.27
5,11.28,1:30.95,2,10.09,1:28.21,3,9.78,1:28.31,1,9.80,1:28.20,4,10.06,1:28.33
5,11.70,1:42.649,3,10.00,1:38.203,2,9.41,1:37.714,1,9.45,1:37.645,4,9.97,1:38.291
