CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME
2,7.27,7.27,3,7.49,7.49,1,7.00,7.00
2,9.13,16.40,3,9.11,16.60,1,9.39,16.39
2,8.99,25.39,3,8.95,25.55,1,8.84,25.23
2,8.83,34.22,3,8.76,34.31,1,8.91,34.14
2,9.08,43.291,3,9.07,43.373,1,9.07,43.208
