Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME
4,7.29,7.29,1,6.89,6.89,3,7.07,7.07,2,7.04,7.04
4,9.54,16.83,3,9.41,16.31,1,9.05,16.13,2,9.24,16.28
4,9.20,26.03,2,8.94,25.25,3,9.27,25.40,1,8.74,25.02
4,9.29,35.33,3,9.35,34.61,2,8.58,33.99,1,8.82,33.85
4,9.55,44.875,3,9.64,44.249,2,9.86,43.848,1,9.00,42.844
