Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME
2,7.25,7.25,1,7.24,7.24,3,7.37,7.37
2,9.33,16.58,1,9.26,16.50,3,9.30,16.67
2,8.86,25.44,1,8.82,25.32,3,8.88,25.55
2,8.90,34.34,1,8.92,34.24,3,8.89,34.44
2,9.03,43.363,1,9.04,43.277,3,9.06,43.494
