Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,LI Jianrou POSITION,LI Jianrou LAP TIME,LI Jianrou ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME
1,12.65,12.65,4,13.04,13.04,3,12.91,12.91,2,12.74,12.74
1,9.86,22.51,4,9.76,22.80,2,9.65,22.56,3,9.86,22.60
1,9.72,32.23,4,9.71,32.51,2,9.75,32.31,3,9.78,32.38
1,9.98,42.21,4,10.02,42.53,2,9.98,42.29,3,9.94,42.32
1,9.93,52.14,2,9.75,52.28,3,10.51,52.80,4,26.28,1:08.60
1,9.96,1:02.10,2,9.94,1:02.22,3,9.63,1:02.43,4,17.78,1:26.38
1,9.89,1:11.99,2,9.86,1:12.08,3,9.75,1:12.18,4,13.21,1:39.59
1,10.05,1:22.04,2,10.07,1:22.15,3,10.15,1:22.33,4,12.72,1:52.31
1,10.18,1:32.216,2,10.14,1:32.286,3,10.38,1:32.705,0,,PEN
