Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME,Didier OLICHON-PERREAULT POSITION,Didier OLICHON-PERREAULT LAP TIME,Didier OLICHON-PERREAULT ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Mathieu GIROUX POSITION,Mathieu GIROUX LAP TIME,Mathieu GIROUX ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME
3,7.429,7.429,4,7.454,7.454,1,7.226,7.226,5,7.888,7.888,2,7.320,7.320
4,9.315,16.744,1,8.716,16.169,2,9.340,16.566,5,9.089,16.976,3,9.375,16.694
3,8.962,25.705,1,9.118,25.287,2,9.005,25.571,5,8.898,25.874,4,9.072,25.766
4,9.283,34.988,1,9.076,34.363,2,8.901,34.472,3,8.785,34.658,5,9.445,35.211
4,9.64,44.627,2,9.72,44.078,1,9.59,44.057,3,9.45,44.100,5,9.67,44.874
