Jens ALMEY POSITION,Jens ALMEY LAP TIME,Jens ALMEY ELAPSED TIME,KOLENC Martin POSITION,KOLENC Martin LAP TIME,KOLENC Martin ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME
3,14.03,14.03,4,14.14,14.14,1,13.82,13.82,2,13.92,13.92
3,10.49,24.52,4,10.51,24.65,1,10.50,24.32,2,10.48,24.40
3,9.75,34.27,4,9.85,34.50,1,9.70,34.02,2,9.77,34.17
3,9.49,43.76,4,9.42,43.92,1,9.50,43.52,2,9.47,43.64
3,9.40,53.16,4,9.42,53.34,1,9.45,52.97,2,9.44,53.08
2,9.25,1:02.41,4,9.40,1:02.74,3,9.55,1:02.52,1,9.15,1:02.23
1,9.44,1:11.85,2,9.41,1:12.15,3,9.64,1:12.16,4,17.74,1:19.97
1,9.46,1:21.31,2,9.61,1:21.76,3,10.18,1:22.34,4,15.62,1:35.59
1,9.47,1:30.765,2,9.89,1:31.630,3,10.13,1:32.442,4,10.82,1:46.387
