Celine LECOMPERE POSITION,Celine LECOMPERE LAP TIME,Celine LECOMPERE ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Marielle LOOTSMA POSITION,Marielle LOOTSMA LAP TIME,Marielle LOOTSMA ELAPSED TIME
4,8.102,8.102,1,7.420,7.420,2,7.615,7.615,3,7.760,7.760
4,9.989,18.091,1,9.727,17.146,2,9.764,17.379,3,9.874,17.633
4,9.527,27.618,1,9.490,26.636,2,9.318,26.696,3,9.423,27.055
4,9.668,37.285,2,9.829,36.464,1,9.287,35.983,3,9.430,36.485
4,10.00,47.284,2,9.93,46.390,1,10.07,46.053,3,10.09,46.571
