Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME
2,7.416,7.416,1,6.917,6.917,3,7.474,7.474,4,7.751,7.751
2,9.357,16.773,1,9.332,16.249,3,9.637,17.111,4,9.471,17.222
2,8.940,25.713,1,8.927,25.177,3,8.992,26.103,4,9.026,26.248
2,9.152,34.865,1,9.029,34.206,3,9.112,35.215,4,9.023,35.271
2,9.290,44.155,1,9.242,43.448,4,9.553,44.768,3,9.406,44.677
