van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,YANG Yang POSITION,YANG Yang LAP TIME,YANG Yang ELAPSED TIME,Kimberly GOETZ POSITION,Kimberly GOETZ LAP TIME,Kimberly GOETZ ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME
1,7.25,7.25,3,7.70,7.70,2,7.39,7.39,4,7.85,7.85
1,9.48,16.73,3,9.50,17.20,2,9.50,16.89,4,9.42,17.27
1,9.01,25.74,3,8.80,26.00,2,8.99,25.88,4,8.90,26.17
1,9.07,34.81,2,9.00,35.00,4,9.28,35.16,3,8.93,35.10
1,9.22,44.023,2,9.17,44.155,4,9.52,44.660,3,9.24,44.313
