Felix SPIEGL POSITION,Felix SPIEGL LAP TIME,Felix SPIEGL ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Menderes EREN POSITION,Menderes EREN LAP TIME,Menderes EREN ELAPSED TIME,Jose CAVALLI POSITION,Jose CAVALLI LAP TIME,Jose CAVALLI ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME
2,13.90,13.90,1,13.79,13.79,5,14.38,14.38,3,14.05,14.05,4,14.22,14.22
2,10.49,24.39,1,10.48,24.27,3,10.14,24.52,5,10.52,24.57,4,10.34,24.56
2,9.75,34.14,1,9.77,34.04,3,9.76,34.28,4,9.88,34.45,5,9.91,34.47
2,9.88,44.02,1,9.88,43.92,3,9.84,44.12,4,9.76,44.21,5,9.89,44.36
2,9.79,53.81,1,9.81,53.73,3,9.83,53.95,5,10.29,54.50,4,9.81,54.17
2,9.61,1:03.42,1,9.60,1:03.33,3,9.61,1:03.56,5,9.43,1:03.93,4,9.65,1:03.82
2,9.36,1:12.78,1,9.34,1:12.67,3,9.38,1:12.94,5,9.55,1:13.48,4,9.42,1:13.24
2,9.31,1:22.09,1,9.30,1:21.97,3,9.37,1:22.31,5,9.65,1:23.13,4,9.65,1:22.89
2,9.46,1:31.55,1,9.49,1:31.46,3,9.80,1:32.11,5,10.02,1:33.15,4,10.08,1:32.97
