Lucia Ana ILIJIC POSITION,Lucia Ana ILIJIC LAP TIME,Lucia Ana ILIJIC ELAPSED TIME,JINGZHU Jin POSITION,JINGZHU Jin LAP TIME,JINGZHU Jin ELAPSED TIME,CHEON Hee Jung POSITION,CHEON Hee Jung LAP TIME,CHEON Hee Jung ELAPSED TIME,Lexi BURKHOLDER POSITION,Lexi BURKHOLDER LAP TIME,Lexi BURKHOLDER ELAPSED TIME,PENCHEVA Zornica POSITION,PENCHEVA Zornica LAP TIME,PENCHEVA Zornica ELAPSED TIME
4,14.65,14.65,1,14.23,14.23,3,14.53,14.53,2,14.36,14.36,5,14.76,14.76
4,11.65,26.30,1,11.69,25.92,3,11.67,26.20,2,11.68,26.04,5,11.74,26.50
4,10.85,37.15,1,10.75,36.67,3,10.71,36.91,2,10.70,36.74,5,10.78,37.28
4,10.26,47.41,1,10.05,46.72,3,10.04,46.95,2,9.99,46.73,5,10.25,47.53
4,10.62,58.03,1,9.95,56.67,2,9.77,56.72,3,10.16,56.89,5,10.67,58.20
4,10.62,1:08.65,2,9.74,1:06.41,1,9.41,1:06.13,3,9.82,1:06.71,5,10.57,1:08.77
4,10.93,1:19.58,2,9.91,1:16.32,1,9.75,1:15.88,3,10.20,1:16.91,5,11.29,1:20.06
4,11.26,1:30.84,2,10.06,1:26.38,1,9.76,1:25.64,3,10.35,1:27.26,5,11.54,1:31.60
4,11.73,1:42.568,2,10.52,1:36.899,1,10.37,1:36.010,3,10.95,1:38.210,5,12.03,1:43.628
